D,ScientificName,QualifiedScientificName,CommonName,Family,Genus,Species,SpeciesAuthority,Subspecies,SubspeciesAuthority,Variety,VarietyAuthority,Forma,FormaAuthority,Identifier,IDDate,IDNotes,CDC,MuseumCollection,Collector,CollectorsFieldNumber,CollectionDate,Prov_State,District,LocationName,LocationDescription,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Elevation,Park_ER_IR,HabitatRemarks,SpecimenNotes,SpeciesAbundance,ReviewedYesNo,AddedYesNo,ImagedYesNo,scientificNameReviewed,scientificNameReviewedwAuthorities,SpeciesAuthorityNew,SubspeciesAuthorityNew,VarietyAuthorityNew,IdentifierNew,IDDateNew,IDNotesNew,MuseumCollectionNew,CollectorsFieldNumberNew,CollectionDateNew,Prov_StateNew,DistrictNew,LocationNameNew,decimalLatitude,decimalLongitude,georeferencedBy,georeferenceVerificationStatus,georeferenceProtocol,georeferenceRemarks,elevationNew,Park_ER_IR_New,HabitatRemarksNew,SpecimenNotesNew,SpeciesAbundanceNew
V186578,Clarkia purpurea (Curtis) Nels. & Macbr. ssp. quadrivulnera (Dougl. ex Lindl.) H.F. & M.E. Lewis,Clarkia purpurea (Curtis) Nels. & Macbr. ssp. quadrivulnera (Dougl. ex Lindl.) H.F. & M.E. Lewis,small-flowered godetia,Onagraceae,Clarkia,purpurea,,quadrivulnera,(Dougl. ex Lindl.) H.F. & M.E. Lewis,,,,,Harvey Janszen,,,Red,Janszen 1998,Harvey Janszen,2890,1998-06-14,British Columbia,Gulf Islands,Saturna Island,Brown ridge,48.76666667,-123.1666667,10,5402060,488406,320 m (min.),,"On dry, open, S-facing, grassy bluff near ridge line; slope 10% on ridge to 50% downhill; aspect S10W; dom's include Anthoxanthum odoratum.","HJ: ca. 200 plants over 200 x 300m area; Bromus sterilis & B. hordeaceus associates: Vulpia myuros, Aira caryophyllea; F.L. calls it sp. quadrivulnera, April 2000.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186583,Sagina maxima A. Gray ssp. crassicaulis (S. Wats.) Crow,Sagina maxima A. Gray ssp. crassicaulis (S. Wats.) Crow,coastal pearlwort; pearlwort,Caryophyllaceae,Sagina,maxima,,crassicaulis,(S. Wats.) Crow,,,,,Kendrick Marr,2014-11-20,Reviewed for VFBC,Not Listed,Janszen 1998,Harvey Janszen,2891,1998-07-07,British Columbia,Gulf Islands,Saturna Island,just E of Boat pass,48.81138889,-123.1808333,10U,540660,486720,1 m (min.),,"On shelf on sea edge, sandstone with some seepage, slope 50% N30E, no associates on bare soil.",HJ: 20 plants in two small clumps.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186574,Potamogeton filiformis Pers.,Potamogeton filiformis Pers.,pondweed; slender-leaved pondweed,Potamogetonaceae,Potamogeton,filiformis,Pers.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1998,Harvey Janszen,2892,1998-07-29,British Columbia,Gulf Islands,Tumbo Island,"near Saturna Island, central marsh",48.795,-123.0716667,10U,5404670,494740,1 m (min.),,"Abundant in several-ha. fresh water marsh where water depth >1m deep, flat, Typha latifolia around open water with Lemna minor.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186581,Lycopus americanus Muhl. ex Bart.,Lycopus americanus Muhl. ex Bart.,cut-leaved water horehound; horehound,Lamiaceae,Lycopus,americanus,Muhl. ex Bart.,,,,,,,Adolf Ceska,,,Not Listed,Janszen 1998,Harvey Janszen,2893,1998-08-01,British Columbia,Gulf Islands,Saturna Island,Winter Cove Park,48.8125,-123.1883333,10U,5406630,486180,0 m (min.),,"On shoreline in fresh water outflow from Typha latifolia marsh, slope < 1% N88W, dominated by Rosa nutkana.",HJ: single clump.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186580,Azolla filiculoides Lam.,Azolla filiculoides Lam.,large mosquito fern; mosquito fern,Azollaceae,Azolla,filiculoides,Lam.,,,,,,,Adolf Ceska,,,Not Listed,Janszen 1998,Harvey Janszen,2894,1998-09-05,British Columbia,Gulf Islands,Saturna Island,in private garden near reservoir,48.79388889,-123.1827778,10U,5404552,486570,55 m (min.),,"In Typha latifolia fen and on open mud flats; with Scirpus microcarpus, Chenopodium rubrum, Veronica beccabunga, Atriplex patula, & Oenanthe sarmentosa.","HJ: 4 square m of Azolla in creek, no other colonies found in 2km of creek, pond, and reservoir, possibly imported in with other aquatic garden plants.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186579,Bidens frondosa L.,Bidens frondosa L.,beggarticks; common beggarticks,Asteraceae,Bidens,frondosa,L.,,,,,,,Adolf Ceska,1999-03-31,,Not Listed,Janszen 1998,Harvey Janszen,2895,1998-09-20,British Columbia,Gulf Islands,Saturna Island,"Winter Cove Park, at bridge, at E, N and W sides of fen",48.8125,-123.1872222,10U,5406621,486261,0 m (min.),,"In Typha latifolia fen and on open mud flats; with Scirpus microcarpus, Chenopodium rubrum, Veronica beccabunga, Atriplex patula, & Oenanthe sarmentosa.","HJ: 15 plants observed; also with Rumex conglomeratus, Solanum dulcamera, & Torreyochloa pauciflora; all plants heavily deer-browsed.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186605,Montia howellii S. Wats.,Montia howellii S. Wats.,Howell's montia; montia,Portulacaceae,Montia,howellii,S. Wats.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2897,1999-04-01,British Columbia,,Saturna Island,"Brown Ridge, E of Summit",48.76666667,-123.1666667,10U,5401990,488680,320 m (min.),,"On seepy spot on ridge above grassy S-facing bluff in exposed soils, at edge of ridge with Montia fontana, Plantago elongata, Lithophragma sp., and Draba verna; 10% slope; S05W.",HJ: also with Mimulus guttatus and Collinsia parviflora; 20 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186603,Idahoa scapigera (Hook.) A. Nels. & J.F. Macbr.,Idahoa scapigera (Hook.) A. Nels. & J.F. Macbr.,scalepod,Brassicaceae,Idahoa,scapigera,(Hook.) A. Nels. & J.F. Macbr.,,,,,,,Harvey Janszen,,,Blue,Janszen 1999,Harvey Janszen,2898,1999-04-01,British Columbia,,Saturna Island,"Brown Ridge, E of Summit",48.76666667,-123.1666667,10U,5401990,488680,320 m (min.),,On ledges and in pockets of soil on steep S-facing cliffs with Montia perfoliata; 60% slope; S aspect.,HJ: Approximately 500 plants observed along 400m ridge slope.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186604,Claytonia parviflora Dougl. ex Hook. ssp. parviflora,Claytonia parviflora Dougl. ex Hook. ssp. parviflora,springbeauty; streambank springbeauty,Portulacaceae,Claytonia,parviflora,,parviflora,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2899,1999-04-01,British Columbia,,Saturna Island,"Brown Ridge, E of Summit",48.76666667,-123.1666667,10U,5401990,488680,320 m (min.),,On ledges and in pockets of soil on steep S-facing cliffs with Idahoa scapigera; 60% slope; S aspect.,"HJ: Many plants observed along 400m of ridge slope; both forms in collection, growing intermixed, no habitat difference.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186602,Montia howellii S. Wats.,Montia howellii S. Wats.,Howell's montia; montia,Portulacaceae,Montia,howellii,S. Wats.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2900,1999-04-28,British Columbia,Gulf Islands,Saturna Island,"East Point, 150m SE of point on shoreline",48.78333333,-123.05,10U,5403480,496730,10 m (min.),,"On seepy bare rock outcrop on coastal bluff, on thinly vegetated slope about 5m back from sandstone sea edge with Plantago elongata, Myosurus minimus and Aira praecox; 5% slope S80E.",HJ: 10 plants.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186601,Viola langsdorfii Fisch. ex Gingins,Viola langsdorfii Fisch. ex Gingins,Alaska violet; violet,Violaceae,Viola,langsdorfii,Fisch. ex Gingins,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2901,1999-04-30,British Columbia,Saltspring Island,Saltspring Island; Ford Lake,wetland draining into Ford Lake,48.8,-123.4666667,10U,5405144,465607,85 m (min.),,In sedge fen drainage channel and in Phalaris arundinacea flood plain of lake with Carex obnupta; slope 2%; aspect S.,"HJ: several hundred plants observed, sparsely distributed.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186600,Viola adunca J.E. Smith,Viola adunca J.E. Smith,early blue violet; violet,Violaceae,Viola,adunca,J.E. Smith,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2902,1999-05-01,British Columbia,Gulf Islands,Saturna Island,"Brown Ridge, summit, Mt. Warburton Pyke",48.76666667,-123.1666667,10U,5402394,487354,400 m (min.),,"On grassy flat at summit with scattered Douglas-fir Luzula multiflora, Hypochaeris radicata, Danthonia californica, Lotus micranthus, Poa sp., Anthoxanthum odoratum; flat.",HJ: 36 plants in 3m x 4m square area.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186599,Aspidotis densa (Brackenr.) Lellinger,Aspidotis densa (Brackenr.) Lellinger,dense lace fern; fern,Pteridaceae,Aspidotis,densa,(Brackenr.) Lellinger,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2903,1999-05-23,British Columbia,Gulf Islands,Saturna Island,N-slope of un-named hill,,,10U,5403862,486356,220 m (min.),,"On N-facing mossy bald with Allium cernuum, Dodecatheon pulchellum, Myosotis discolor, Saxifraga rufidula, Sellaginella wallacei, Montia fontana, Minuartia tenella, & Linanthus bicolor.",HJ: about 50 clumps.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186598,Pyrola chlorantha Sw.,Pyrola chlorantha Sw.,green wintergreen; wintergreen,Pyrolaceae,Pyrola,chlorantha,Sw.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2904,1999-06-22,British Columbia,Gulf Islands,Saturna Island,"Brown Ridge, 200m N of ridge crest, 3.2km E of summit (Mt. Warburton Pyke)",48.76666667,-123.1666667,10U,5402146,488858,310 m (min.),,"In mature Douglas-fir, Cedar with W. hemlock understorey (structural stage 7 forest), open parkland with Gaultheria shallon, Tiarella trifoliata, Festuca subulata; slope 10%, aspect S45E.","HJ: also with Adenocaulon bicolor, Galium triflorum, Kindbergia oregana and Melica subulata; 30 plants.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186597,Triglochin palustris L.,Triglochin palustris L.,arrow-grass; marsh arrow-grass,Juncaginaceae,Triglochin,palustris,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2905,1999-07-03,British Columbia,Gulf Islands,Texada Island,bog below Anderson Bay,,,10U,5492661,409176,610 m (min.),,"In Carex, Typha latifolia fen with Carex disperma, C. rostrata, Juncus ensifolius, Trientalis arctica, Ranunculus uncinatus, Stellaria calycantha, Montia sibirica, & R. flammula; flat.",HJ: also with Platanthera hyperborea; 50 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186596,Corallorhiza maculata (Raf.) Raf. ssp. mertensiana (Bong.) Calder & Taylor,Corallorhiza maculata (Raf.) Raf. ssp. mertensiana (Bong.) Calder & Taylor,coralroot; western coralroot,Orchidaceae,Corallorhiza,maculata,,mertensiana,(Bong.) Calder & Taylor,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2906,1999-07-04,British Columbia,Gulf Islands,Texada Island,Bob's Lake campground,,,10U,5495274,406561,650 m (min.),,"On mossy forest floor in western hemlock-lodgepole pine with Dicranum fuscescens, Pleurozium schreberi, Cladonia ochrochlora (structural stage 6 forest); slope 5%; aspect N15E.","HJ: 5 clumps, 150 stems observed.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186595,Glyceria borealis (Nash) Batch.,Glyceria borealis (Nash) Batch.,grass; northern mannagrass,Poaceae,Glyceria,borealis,(Nash) Batch.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2907,1999-07-04,British Columbia,Gulf Islands,Texada Island,Angel Lake,,,10U,5493680,408160,575 m (min.),,"On gravelly shore, up to 40cm deep with carex kelloggii, Dulichium arundinaceum, C.lasiocarpa, Potamogeton amplexifolius, & Brasenia schreberi; flat.",HJ: 20 clumps.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186594A,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2908,1999-07-04,British Columbia,Gulf Islands,Texada Island,Angel Lake,,,10U,5493680,408160,575 m (min.),,"On gravelly shore, up to 40cm deep with carex kelloggii, Dulichium arundinaceum, C.lasiocarpa, Potamogeton amplexifolius, & Brasenia schreberi; flat.",HJ: 50 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186594B,Isoetes maritima Underw.,Isoetes maritima Underw.,coastal quillwort; quillwort,Isoetaceae,Isoetes,maritima,Underw.,,,,,,,Harvey Janszen,,"! Stet.  Old spores in mud about roots → 550+ µm; Daniel F. Brunton, October 2021",Not Listed,Janszen 1999,Harvey Janszen,2908,1999-07-04,British Columbia,Gulf Islands,Texada Island,Angel Lake,,,10U,5493680,408160,575 m (min.),,"On gravelly shore, up to 40cm deep with carex kelloggii, Dulichium arundinaceum, C.lasiocarpa, Potamogeton amplexifolius, & Brasenia schreberi; flat.",HJ: 50 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186593,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2909,1999-07-04,British Columbia,Gulf Islands,Texada Island,Angel Lake,,,10U,5493680,408160,575 m (min.),,"On gravelly shore, up to 40cm deep with carex kelloggii, Dulichium arundinaceum, C.lasiocarpa, Potamogeton amplexifolius, & Brasenia schreberi; flat.",HJ: 50 plants observed.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186592,Carex leptalea Wahlenb. ssp. leptalea,Carex leptalea Wahlenb. ssp. leptalea,bristle-stalked sedge; sedge,Cyperaceae,Carex,leptalea,,leptalea,,,,,,Bruce Ford,2006-01-01,IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN).,Not Listed,Janszen 1999,Harvey Janszen,2910,1999-07-04,British Columbia,Gulf Islands,Texada Island,Anderson Bay Road,49.59166667,-124.2816667,10U,5494030,407366,590 m (min.),,"On boggy creek bank with Carex viridula, Myosotis laxa, Prunella vulgaris, Leucanthemum vulgaris, Fragaria vesca, Ranunculus uncinatus, & Cerastium glomeratum; slope 5%; aspect N90E.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V199150,Glyceria striata (Lam.) A.S. Hitchc.,Glyceria striata (Lam.) A.S. Hitchc.,fowl mannagrass; grass,Poaceae,Glyceria,striata,(Lam.) A.S. Hitchc.,,,,,,,Jenifer Penny,,,Not Listed,Conservation Data Centre 2007,Harvey Janszen,2911,1999-07-04,British Columbia,Gulf Islands,Texada Island,Anderson Bay Road,49.59166667,-124.2816667,10U,5494030,407366,590 m (min.),,"boggy creek bank, 10-12 large clumps with Carex viridula, Myosotis laxa, Ranunculus uncinatus, Fragaria vesca, Carex aurea, C. leptalea, & Ophioglossum pusillum, Botrychium ascendens, Malaxis monophylla.",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186590,Botrychium simplex E. Hitchc.,Botrychium simplex E. Hitchc.,fern; least moonwort,Ophioglossaceae,Botrychium,simplex,E. Hitchc.,,,,,,,Harvey Janszen,,,Blue,Janszen 1999,Harvey Janszen,2913,1999-07-06,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.59472222,-124.2922222,10U,5494353,406580,580 m (min.),,"In cranberry bog below Typha latifolia marsh with Oxycoccus oxycoccus dominating with Senecio indecorus, Ophioglossum pusillum, Botrychium multifidum, B. virginianum; 10% slope.","HJ: aspect S45W; also with Drosera rotundifolia, Hypericum anagalloides, Veronica scutellata, Sisyrinchium californicum & Equisetum arvense; > 1000 plants.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186591,Phegopteris connectilis (Michx.) Watt,Phegopteris connectilis (Michx.) Watt,fern; narrow beech fern,Thelypteridaceae,Phegopteris,connectilis,(Michx.) Watt,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2913,1999-07-06,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.59472222,-124.2922222,10U,5494353,406580,580 m (min.),,"In cranberry bog below Typha latifolia marsh with Oxycoccus oxycoccus dominating with Senecio indecorus, Ophioglossum pusillum, Botrychium multifidum, B. virginianum; 10% slope.","HJ: aspect S45W; also with Drosera rotundifolia, Hypericum anagalloides, Veronica scutellata, Sisyrinchium californicum & Equisetum arvense; > 1000 plants.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186589,Botrychium ascendens W.H. Wagner,Botrychium ascendens W.H. Wagner,fern; upswept moonwort,Ophioglossaceae,Botrychium,ascendens,W.H. Wagner,,,,,,,Harvey Janszen,,,Blue,Janszen 1999,Harvey Janszen,2914,1999-07-06,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.59472222,-124.2922222,10U,5494353,406580,580 m (min.),,"On drying shore of small pothole, flat with Carex exsiccata, C. kelloggii, Veronica scutellata, Alopecurus geniculatus, Equisetum arvense.","HJ: aspect S45W; also with Drosera rotundifolia, Ledum  groenlandicum, Ribes lacustre, Thuja plicata, & Pseudotsuga menziesii; >150 plants over 10m x 70m area.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186588,Trifolium wormskjoldii Lehm.,Trifolium wormskjoldii Lehm.,clover; springbank clover,Fabaceae,Trifolium,wormskjoldii,Lehm.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2915,1999-07-06,British Columbia,Gulf Islands,Texada Island,between Anderson Bay Road and Cook Bay Road,49.59333333,-124.2922222,10U,5494230,406610,650 m (min.),,"On drying shore of small pothole, flat with Carex exsiccata, C. kelloggii, Veronica scutellata, Alopecurus geniculatus, Equisetum arvense.","HJ: also with Ophioglossum pusillum, Malaxis monophyllos, and Botrychium virginianum; 10 plants.",,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186587,Viola palustris L.,Viola palustris L.,marsh violet; violet,Violaceae,Viola,palustris,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2916,1999-07-06,British Columbia,Gulf Islands,Texada Island,main Anderson Bay Rd.,49.10694444,-124.2936111,10U,5495712,406536,650 m (min.),,"On drying shore of small pothole, flat with Carex exsiccata, C. kelloggii, Veronica scutellata, Alopecurus geniculatus, Equisetum arvense.",HJ: flowers all very bright and unusually large; 800+ plants around 30m x 5m pool.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V186577,Polygala vulgaris L.,Polygala vulgaris L.,snakeroot,Polygalaceae,Polygala,vulgaris,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1999,Harvey Janszen,2917,1999-07-07,British Columbia,Gulf Islands,Texada Island,main Anderson Bay Rd.,49.64944444,-124.3563889,10U,5500530,402080,390 m (min.),,"In farm meadow and on grassy roadside with Poa compressa, Poa spp., and Danthonia spicata; slope 5-10% aspect S; well-established.",HJ: about 150 clumps.,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V044985,"Pentagramma triangularis (Kaulf.) Yatskievych, Windham & Wollenweber","Pentagramma triangularis (Kaulf.) Yatskievych, Windham & Wollenweber",fern; goldenback fern,Pteridaceae,Pentagramma,triangularis,"(Kaulf.) Yatskievych, Windham & Wollenweber",,,,,,,Heidi Guest,2018-10-18,"New name pencilled in 1999
Taxonomic update",Not Listed,,Harvey Janszen,28849,1973-05-23,British Columbia,,Gulf Islands; Galiano Island; Bodega Hill,,48.96666667,-123.5333333,,,,,,"Common in crevices and on ledges of open, steep, SW-facing cliffs.  (SE of North Galiano)",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V097297,Bromus carinatus Hook. & Arn. var. carinatus,Bromus carinatus Hook. & Arn. var. carinatus,California brome; grass,Poaceae,Bromus,carinatus,,,,carinatus,,,,Laurel Anderton,2005-01-01,IDD:  20050000; Anderton of Intermountain Herbarium - Utah State University,Not Listed,Janszen 1975,Harvey Janszen,19750000,1975-05-28,British Columbia,Gulf Islands,Mayne Island,,48.85,-123.2833333,,,,,,roadside,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V175354,Botrychium virginianum (L.) Sw.,Botrychium virginianum (L.) Sw.,fern; rattlesnake fern,Ophioglossaceae,Botrychium,virginianum,(L.) Sw.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,02553C,1996-08-09,British Columbia,Gulf Islands,Texada Island; Bobs Lake,,49.60333333,-124.29,10U,54952,4067,660 m (min.),,"In boggy meadow dominated by Ledum groenlandicum, Sphagnum spp., Cladina sp., with Juncus falcatus; population of 10 plants with Hypericum anagalloides",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174844,Carex canescens L.,Carex canescens L.,grey sedge; sedge,Cyperaceae,Carex,canescens,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,02589A,1996-09-02,British Columbia,Lower Fraser Valley,Marion Lake; North Alouette River,"UBC Research Forest, just below Marion Lake",49.29583333,-122.5455556,10U,546022,53304,290 m (min.),,"On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 30 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174845,Juncus supiniformis Engelm.,Juncus supiniformis Engelm.,rush; spreading rush,Juncaceae,Juncus,supiniformis,Engelm.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,02589B,1996-09-02,British Columbia,Lower Fraser Valley,Marion Lake; North Alouette River,"UBC Research Forest, just below Marion Lake",49.29583333,-122.5455556,10U,546022,53304,290 m (min.),,"On sandy river shore dominated by Alnus rubra, Thuja plicata, Rubus spectabilis; 150 plants with Spirea douglasii, Physocarpus capitatus, Equisetum arvense, Lycopus uniflorus",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174855,Scutellaria galericulata L.,Scutellaria galericulata L.,marsh skullcap; skullcap,Lamiaceae,Scutellaria,galericulata,L.,,,,,,,Harvey Janszen,,,Not Listed,Janszen 1996,Harvey Janszen,02624A,1996-09-12,British Columbia,Gulf Islands,Denman Island; Chickadee Lake,,49.55722222,-124.8111111,10U,549076,36901,60 m (min.),,"At swampy edge of lake with Populus balsamifera, Picea sitchensis, Carex obnupta",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
V174854,Carex leptalea Wahlenb.,Carex leptalea Wahlenb.,bristle-stalked sedge; sedge,Cyperaceae,Carex,leptalea,Wahlenb.,,,,,,,Bruce Ford,2006-01-01,IDD:  20060000; Ford from Herbarium of the University of Manitoba (WIN),Not Listed,Janszen 1996,Harvey Janszen,02624B,1996-09-12,British Columbia,Gulf Islands,Denman Island; Chickadee Lake,,49.55722222,-124.8111111,10U,549076,36901,60 m (min.),,"On floating Spaghnum mats at lake edge with Carex lasiocarpa, Dulichium arundinaceum, Rhynchospora alba; 100 plants with Drosera rotundifolia, Lycopus uniflorus",,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,
